title,action,adventure,animation,comedy,drama,fantasy,filmnoir,horror,imax,musical,mystery,other,romance,scifi,thriller,war,western,average_rating
Half Nelson (2006),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5
"Illusionist, The (2006)",0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,3.625
Beerfest (2006),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
"Wicker Man, The (2006)",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.5
"Last Kiss, The (2006)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.5
Trust the Man (2005),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2.5
"Fountain, The (2006)",0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3.6666666666666665
"Science of Sleep, The (La science des rêves) (2006)",0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,4.5
Apocalypto (2006),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.0
Jackass Number Two (2006),0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7
"Pan's Labyrinth (Laberinto del fauno, El) (2006)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,4.3125
"Departed, The (2006)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.214285714285714
"Last King of Scotland, The (2006)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.25
Children of Men (2006),1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3.7
"Prestige, The (2006)",0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,4.0
The Butterfly Effect 2 (2006),0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1.0
Flushed Away (2006),0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
"Return, The (2006)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.5
Casino Royale (2006),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0
Happy Feet (2006),0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0
Déjà Vu (Deja Vu) (2006),1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.5
Turistas (2006),0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,2.5
Blood Diamond (2006),1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,4.666666666666667
Eragon (2006),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5
Rocky Balboa (2006),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.5
"Good Shepherd, The (2006)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.0
Curse of the Golden Flower (Man cheng jin dai huang jin jia) (2006),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.5
Miss Potter (2006),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.5
Arthur and the Invisibles (2007),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5
Alpha Dog (2007),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5
Epic Movie (2007),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5
Because I Said So (2007),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0.5
Hannibal Rising (2007),0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1.5
Ratatouille (2007),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.125
"Paris, I Love You (Paris, je t'aime) (2006)",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.5
Ghost Rider (2007),1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4.0
Music and Lyrics (2007),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.0
Factory Girl (2006),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.5
Hot Fuzz (2007),1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4.5
Next (2007),1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.5
Amazing Grace (2006),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5.0
300 (2007),1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,3.8333333333333335
"Abandoned, The (2006)",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,3.0
"Last Mimzy, The (2007)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.5
Becoming Jane (2007),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.0
Black Book (Zwartboek) (2006),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3.5
Blades of Glory (2007),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5
Grindhouse (2007),1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,4.25
Meet the Robinsons (2007),1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4.166666666666667
Inglorious Bastards (Quel maledetto treno blindato) (1978),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.0
Sunshine (2007),0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4.25
"Hoax, The (2007)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5
In the Land of Women (2007),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3.0
Spider-Man 3 (2007),1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,3.75
"Ex, The (2007)",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5
Paprika (Papurika) (2006),0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4.5
This Is England (2006),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0
Knocked Up (2007),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2.5
Hairspray (2007),0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4.0
28 Weeks Later (2007),0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,4.0
Shrek the Third (2007),0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.25
Once (2006),0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3.75
Pirates of the Caribbean: At World's End (2007),1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.625
Mr. Brooks (2007),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.5
Ocean's Thirteen (2007),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0
Fantastic Four: Rise of the Silver Surfer (2007),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.125
Death Proof (2007),1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4.0
"Power of Nightmares, The: The Rise of the Politics of Fear (2004)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
Sicko (2007),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.75
"Mighty Heart, A (2007)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.5
1408 (2007),0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,3.0
Death at a Funeral (2007),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
Live Free or Die Hard (2007),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.75
Transformers (2007),1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,3.75
Harry Potter and the Order of the Phoenix (2007),0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,4.7
I Now Pronounce You Chuck and Larry (2007),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0
Across the Universe (2007),0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,4.0
Stardust (2007),0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,4.5
"Simpsons Movie, The (2007)",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.875
Underdog (2007),1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,3.0
"Bourne Ultimatum, The (2007)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.5
Superbad (2007),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9
Sydney White (2007),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5
"Kingdom, The (2007)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.0
"Invasion, The (2007)",1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,4.5
Planet Terror (2007),1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4.25
3:10 to Yuma (2007),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4.125
Atonement (2007),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,4.0
"4 Months, 3 Weeks and 2 Days (4 luni, 3 saptamâni si 2 zile) (2007)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.75
No End in Sight (2007),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5
I Could Never Be Your Woman (2007),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.5
Eastern Promises (2007),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.75
Love and Other Disasters (2006),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.0
Resident Evil: Extinction (2007),1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3.25
Into the Wild (2007),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.6
Dan in Real Life (2007),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3.0
"Darjeeling Limited, The (2007)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0
Michael Clayton (2007),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.25
Lars and the Real Girl (2007),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
30 Days of Night (2007),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3.0
Rendition (2007),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2.5
Gone Baby Gone (2007),0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.5
"Assassination of Jesse James by the Coward Robert Ford, The (2007)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.5
Persepolis (2007),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.333333333333333
My Mom's New Boyfriend (2008),1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,3.0
Before the Devil Knows You're Dead (2007),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.5
No Country for Old Men (2007),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.9285714285714284
Be Kind Rewind (2008),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
Beowulf (2007),1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4.0
Mr. Magorium's Wonder Emporium (2007),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.5
Southland Tales (2006),0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1.0
"Mist, The (2007)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5.0
"Golden Compass, The (2007)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.5
I Am Legend (2007),1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,4.0
Futurama: Bender's Big Score (2007),0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0
"Orphanage, The (Orfanato, El) (2007)",0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,3.5
Juno (2007),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2.8333333333333335
"Bucket List, The (2007)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.8333333333333335
"Kite Runner, The (2007)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Sweeney Todd: The Demon Barber of Fleet Street (2007),0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,5.0
National Treasure: Book of Secrets (2007),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.166666666666667
There Will Be Blood (2007),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4.75
Charlie Wilson's War (2007),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3.25
AVPR: Aliens vs. Predator - Requiem (2007),1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5.0
"Water Horse: Legend of the Deep, The (2007)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5
27 Dresses (2008),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.1666666666666665
D-War (Dragon Wars) (2007),1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.5
Cloverfield (2008),1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3.5
Sex and Breakfast (2007),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3.5
Rambo (Rambo 4) (2008),1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,4.0
Hellboy II: The Golden Army (2008),1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4.5
In Bruges (2008),0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,4.25
Caramel (Sukkar banat) (2007),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
"Welcome Home, Roscoe Jenkins (2008)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
Jumper (2008),1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3.5
Taxi to the Dark Side (2007),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5
"10,000 BC (2008)",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4.0
"Bank Job, The (2008)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0
Mongol (2007),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.5
"Love Guru, The (2008)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
"Dark Knight, The (2008)",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4.333333333333333
CJ7 (Cheung Gong 7 hou) (2008),0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5.0
21 (2008),0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3.0
"Last Hangman, The (Pierrepoint) (2005)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Forgetting Sarah Marshall (2008),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.5
Superhero Movie (2008),1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0
"Visitor, The (2007)",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.5
Speed Racer (2008),1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2.5
Happy-Go-Lucky (2008),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Son of Rambow (2007),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.5
Iron Man (2008),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.125
Taken (2008),1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.0
Hero Wanted (2008),1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.5
"Flight of the Red Balloon (Voyage du ballon rouge, Le) (2007)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
"Fall, The (2006)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5.0
"American Crime, An (2007)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
"Chronicles of Narnia: Prince Caspian, The (2008)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0
Indiana Jones and the Kingdom of the Crystal Skull (2008),1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2.5
Lake of Fire (2006),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5
"Grand, The (2007)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Kung Fu Panda (2008),1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0
"Happening, The (2008)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,5.0
"Incredible Hulk, The (2008)",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.0
WALL·E (2008),0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4.5
Hancock (2008),1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0
Futurama: The Beast with a Billion Backs (2008),1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2.0
"Wackness, The (2008)",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,4.5
Towelhead (a.k.a. Nothing is Private) (2007),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0
"It's the Great Pumpkin, Charlie Brown (1966)",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Journey to the Center of the Earth (2008),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.5
Meet Dave (2008),0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0
August (2008),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Watchmen (2009),1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,4.166666666666667
Step Brothers (2008),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
"X-Files: I Want to Believe, The (2008)",0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,4.5
Man on Wire (2008),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5
Pathology (2008),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4.5
Vicky Cristina Barcelona (2008),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3.0
Pineapple Express (2008),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
Elegy (2008),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.5
Tropic Thunder (2008),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0
Star Wars: The Clone Wars (2008),1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.0
Waltz with Bashir (Vals im Bashir) (2008),0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.5
Let the Right One In (Låt den rätte komma in) (2008),0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,4.5
Death Race (2008),1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.5
Burn After Reading (2008),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5
Bangkok Dangerous (2008),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0
Lakeview Terrace (2008),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.0
Ghost Town (2008),0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3.0
"Accidental Husband, The (2009)",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.0
"Duchess, The (2008)",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.5
Body of Lies (2008),1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.0
RocknRolla (2008),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25
Futurama: Bender's Game (2008),1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0
Changeling (2008),0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.5
Slumdog Millionaire (2008),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.7
Bolt (2008),1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75
Twilight (2008),0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1.0
"Boy in the Striped Pajamas, The (Boy in the Striped Pyjamas, The) (2008)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.25
"Day the Earth Stood Still, The (2008)",0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,5.0
Starship Troopers 3: Marauder (2008),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.5
Gran Torino (2008),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.5
Frost/Nixon (2008),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
I've Loved You So Long (Il y a longtemps que je t'aime) (2008),0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.5
"Wrestler, The (2008)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
"Curious Case of Benjamin Button, The (2008)",0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,5.0
War of the Worlds 2: The Next Wave (2008),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
Ben X (2007),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Ponyo (Gake no ue no Ponyo) (2008),0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0
Last Chance Harvey (2008),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.5
Ip Man (2008),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.0
Mesrine: Killer Instinct (L'instinct de mort) (2008),1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.5
Underworld: Rise of the Lycans (2009),1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,5.0
Chocolate (2008),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5
Push (2009),0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.5
Futurama: Into the Wild Green Yonder (2009),1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0
Funny People (2009),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5
Dr. Horrible's Sing-Along Blog (2008),0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,5.0
"I Love You, Man (2009)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Knowing (2009),1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,4.0
"Girl with the Dragon Tattoo, The (Män som hatar kvinnor) (2009)",0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3.5
Sunshine Cleaning (2008),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Kung Fu Panda: Secrets of the Furious Five (2008),1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
After Sex (2007),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.5
The Butterfly Effect 3: Revelations (2009),0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0.5
Dragonball Evolution (2009),1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.5
In the Loop (2009),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5
Inglourious Basterds (2009),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.0
"Damned United, The (2009)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.5
Crank: High Voltage (2009),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5
Moon (2009),0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,4.0
Mammoth (Mammut) (2009),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5
X-Men Origins: Wolverine (2009),1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.166666666666667
Star Trek (2009),1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4.5
Up (2009),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.875
"Hangover, The (2009)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1666666666666665
"Proposal, The (2009)",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0
"Hurt Locker, The (2008)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,4.0
Transformers: Revenge of the Fallen (2009),1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4.5
Public Enemies (2009),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.0
Brüno (Bruno) (2009),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
Harry Potter and the Half-Blood Prince (2009),0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,4.625
"Fast and the Furious, The (1955)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.5
One Week (2008),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.5
Dark Ride (2006),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2.5
District 9 (2009),0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,4.0
Julie & Julia (2009),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3.0
Race to Witch Mountain (2009),0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.5
"Secret in Their Eyes, The (El secreto de sus ojos) (2009)",0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,4.5
Frequently Asked Questions About Time Travel (2009),0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4.5
"Men Who Stare at Goats, The (2009)",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.75
Cloudy with a Chance of Meatballs (2009),0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4.0
"Food, Inc. (2008)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.833333333333333
Paranormal Activity (2009),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2.0
"Cove, The (2009)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75
Surrogates (2009),1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.0
Zombieland (2009),1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.1666666666666665
"Education, An (2009)",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.5
Up in the Air (2009),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.0
Fantastic Mr. Fox (2009),0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
2012 (2009),1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.5
Precious (2009),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
"Blind Side, The  (2009)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.75
Invictus (2009),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
"Princess and the Frog, The (2009)",0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,3.5
